Go.	Va !
I want a refund.	Je veux un remboursement.
I want a refund.	Je veux me faire rembourser.
I want children.	Je veux des enfants.
I want my money.	Je veux mon argent.
I want my stuff.	Je veux mes trucs.
I want one, too.	J'en veux une aussi.
I want one, too.	J'en veux un aussi.
I want that bag.	Je veux ce sac.
I want that cat.	Je veux ce chat.
I want that job.	Je veux ce boulot.
I want the best.	Je veux le meilleur.
I want this bag.	Je veux ce sac.
I want this cat.	Je veux ce chat.
I want to dance.	Je veux danser.
I want to do it.	Je veux le faire.
I want to dream.	Je veux rêver.
I want to drink.	Je veux boire.
I want to drive.	Je veux conduire.
I want to fight.	Je veux combattre.
I want to fight.	Je veux me battre.
I want to sleep.	Je veux dormir.
I want to speak.	Je veux parler.
I want to watch.	Je veux regarder.
I want you back.	Je veux que tu sois revenu.
I want you back.	Je veux que tu sois revenue.
I want you back.	Je veux que vous soyez revenus.
I want you back.	Je veux que vous soyez revenues.
I want you back.	Je veux que vous soyez revenue.
I want you back.	Je veux que vous soyez revenu.
I wanted to die.	Je voulais mourir.
I wanted to pay.	Je voulais payer.
I was a teacher.	J’étais professeur.
I was a teacher.	J'étais professeur.
I was assaulted.	On m'a attaqué.
I was born here.	Je suis né ici.
I was born here.	Je suis née ici.
I was concerned.	J'étais préoccupé.
I was concerned.	J'étais préoccupée.
I was convicted.	J'ai été condamné.
I was convicted.	J'ai été condamnée.
I was disgusted.	J'étais dégoûté.
I was disgusted.	J'étais dégoûtée.
I was disgusted.	J'ai été dégoûté.
I was disgusted.	J'ai été dégoûtée.
I was dismissed.	J'ai été licencié.
I was dismissed.	On m'a licencié.
I was exhausted.	J'étais épuisé.
I was horrified.	J'ai été horrifié.
I was horrified.	J'ai été horrifiée.
I was horrified.	J'étais horrifié.
I was horrified.	J'étais horrifiée.
I was horrified.	Je fus horrifié.
I was horrified.	Je fus horrifiée.
I was impressed.	J'ai été impressionné.
I was impressed.	J'ai été impressionnée.
I was in charge.	C'était moi le responsable.
I was in charge.	C'était moi la responsable.
I was kidnapped.	J'ai été kidnappé.
I was kidnapped.	J'ai été kidnappée.
I was not drunk.	Je n’étais pas saoul.
I was on patrol.	J'étais en patrouille.
I was petrified.	J'étais pétrifié.
I was satisfied.	J'étais satisfait.
I was satisfied.	J'étais satisfaite.
I was skeptical.	J'étais sceptique.
I was surprised.	Je fus surpris.
I was terrified.	J'étais terrifié.
I was too small.	J'étais trop petit.
I wasn't asleep.	Je n'étais pas assoupi.
I wasn't asleep.	Je n'étais pas assoupie.
I wasn't joking.	Je n'étais pas en train de plaisanter.
I went for help.	Je suis parti quérir de l'aide.
I went for help.	Je suis partie quérir de l'aide.
I went to Paris.	Je suis allée à Paris.
I will continue.	Je continuerai.
I will go at 10.	Je vais aller à 10 heures.
I will help you.	Je t'aiderai.
I will help you.	Je vous aiderai.
I will kill you.	Je vais te tuer.
I will miss you.	Tu vas me manquer.
I will stop you.	Je t'arrêterai.
I will stop you.	Je vous arrêterai.
I will warn him.	Je l'avertirai.
I will watch it.	Je le regarderai.
I wish you luck.	Je vous souhaite bonne chance.
I wish you luck.	Je te souhaite bonne chance.
I won't be late.	Je ne serai pas en retard.
I won't be long.	Je ne serai pas parti longtemps.
I won't buy one.	Je n'en achèterai pas.
I won't risk it.	Je ne vais pas le risquer.
I work at a zoo.	Je travaille dans un zoo.
I work in Milan.	Je travaille à Milan.
I work two jobs.	J'effectue deux boulots.
I work with him.	Je travaille avec lui.
I wouldn't care.	Je n'en aurais rien à faire.
I wouldn't care.	Je m'en ficherais.
I wouldn't care.	Ça me serait égal.
I wouldn't care.	Je ne m'en préoccuperais pas.
I yelled at Tom.	J'ai crié sur Tom.
I'd be grateful.	Je serais reconnaissant.
I'd be grateful.	Je serais reconnaissante.
I'd do it again.	Je le referais.
I'd like a fork.	J'aimerais une fourchette.
I'd rather read.	Je préfère lire.
I'd rather stay.	Je préférerais rester.
I'd rather walk.	Je préférerais marcher.
I'll allow this.	Je le permettrai.
I'll arrange it.	J'arrangerai ça.
I'll ask around.	Je demanderai autour de moi.
I'll assist you.	Je vous aiderai.
I'll be at home.	Je serai chez moi.
I'll be careful.	Je serai prudent.
I'll be careful.	Je serai prudente.
I'll be glad to.	Oui, avec joie.
I'll be present.	Je serai présent.
I'll be working.	Je serai au travail.
I'll be working.	Je serai en train de travailler.
I'll buy a Ford.	J'achèterai une Ford.
I'll come by 10.	Je viendrai à dix heures.
I'll destroy it.	Je le détruirai.
I'll destroy it.	Je la détruirai.
I'll do my best.	Je ferai de mon mieux.
I'll fix it now.	Je vais le corriger maintenant.
I'll fix it now.	Je vais le réparer maintenant.
I'll follow you.	Je te suivrai.
I'll follow you.	Je vous suivrai.
I'll just leave.	Je vais juste partir.
I'll never stop.	Je ne cesserai jamais.
I'll never tell.	Je ne le dirai jamais.
I'll order food.	Je commanderai à manger.
I'll pay double.	Je paierai le double.
I'll pay for it.	Je le paierai.
I'll play along.	Je coopérerai.
I'll play along.	Je ferai mine de coopérer.
I'll play along.	Je ferai semblant de coopérer.
I'll sleep here.	Je dormirai ici.
I'll stay close.	Je resterai à proximité.
I'll take those.	Je prendrai ceux-là.
I'll take those.	Je prendrai celles-là.
I'll try harder.	Je vais essayer plus fort.
I'll work alone.	Je travaillerai seul.
I'll work alone.	Je vais travailler seul.
I'm Azerbaijani.	Je suis Azeri.
I'm a TV addict.	Je suis accro à la télé.
I'm a bit drunk.	Je suis un peu ivre.
I'm a bit tipsy.	Je suis un peu éméché.
I'm a bit tipsy.	Je suis un peu éméchée.
I'm a bit tired.	Je suis un peu fatigué.
I'm a foreigner.	Je suis un étranger.
I'm a good cook.	Je suis un bon cuisinier.
I'm a happy man.	Je suis un homme heureux.
I'm a housewife.	Je suis femme au foyer.
I'm a masochist.	Je suis masochiste.
I'm a night owl.	Je suis un oiseau de nuit.
I'm able to run.	Je peux courir.
I'm able to ski.	Je sais skier.
I'm about ready.	Je suis presque prêt.
I'm about ready.	Je suis quasiment prêt.
I'm about ready.	Je suis presque prête.
I'm about ready.	Je suis quasiment prête.
I'm adventurous.	Je suis aventureuse.
I'm an engineer.	Je suis ingénieur.
I'm at work now.	Je suis actuellement au travail.
I'm begging you.	Je vous en supplie.
I'm begging you.	Je t'en supplie.
I'm catching on.	Je capte.
I'm catching on.	Je comprends.
I'm celebrating.	Je fais la fête.
I'm celebrating.	J'arrose ça.
I'm cleaned out.	Je suis lavé.
I'm color-blind.	Je suis daltonien.
I'm comfortable.	Je suis à mon aise.
I'm coming home.	J'arrive chez moi.
I'm cooperating.	Je suis en train de coopérer.
I'm cracking up.	Je craque.
I'm eating here.	Je mange ici.
I'm embarrassed.	Je suis gêné.
I'm feeling fit.	Je me sens en forme.
I'm feeling low.	Je me sens abattu.
I'm feeling low.	Je me sens abattue.
I'm from Brazil.	Je viens du Brésil.
I'm from Brazil.	Je suis originaire du Brésil.
I'm from France.	Je viens de France.
I'm from Turkey.	Je viens de Turquie.
I'm from Zambia.	Je suis de Zambie.
I'm getting old.	Je commence à devenir vieux.
I'm getting old.	Je vieillis.
I'm getting old.	Je me fais vieux.
I'm getting old.	Je me fais vieille.
I'm going crazy.	Je deviens fou.
I'm going crazy.	Je deviens folle.
I'm hardworking.	Je suis appliqué.
I'm hardworking.	Je suis appliquée.
I'm heartbroken.	J'ai le cœur brisé.
I'm here to win.	Je suis ici pour vaincre.
I'm in no hurry.	Je ne suis pas pressé.
I'm in no hurry.	Je ne suis pas pressée.
I'm interfering.	Je me mêle de ce qui ne me regarde pas.
I'm interfering.	Je dérange.
I'm introverted.	Je suis introverti.
I'm introverted.	Je suis introvertie.
I'm leaving now.	Je pars maintenant.
I'm left-handed.	Je suis gaucher.
I'm lucky today.	Je suis chanceux aujourd'hui.
I'm married now.	Je suis marié maintenant.
I'm nearsighted.	Je suis myope.
I'm not English.	Je ne suis pas anglais.
I'm not English.	Je ne suis pas anglaise.
I'm not a child.	Je ne suis pas un enfant.
I'm not a child.	Je ne suis pas une enfant.
I'm not a crook.	Je ne suis pas un escroc.
I'm not a drunk.	Je ne suis pas un ivrogne.
I'm not a drunk.	Je ne suis pas une ivrogne.
I'm not a robot.	Je ne suis pas un robot.
I'm not a saint.	Je ne suis pas un saint.
I'm not a saint.	Je ne suis pas une sainte.
I'm not a thief.	Je ne suis pas un voleur.
I'm not a thief.	Je ne suis pas une voleuse.
I'm not alarmed.	Je ne m'alarme pas.
I'm not arguing.	Je ne me dispute pas.
I'm not ashamed.	Je n'ai pas honte.
I'm not certain.	Je n'en suis pas certain.
I'm not certain.	Je n'en suis pas certaine.
I'm not chicken.	Je n'ai pas les foies.
I'm not cooking.	Je ne suis pas en train de faire la cuisine.
I'm not jealous.	Je ne suis pas jalouse.
I'm not kidding.	Je ne blague pas.
I'm not leaving.	Je ne m'en vais pas.
I'm not married.	Je ne suis pas marié.
I'm not married.	Je ne suis pas mariée.
I'm not nervous.	Je ne suis pas nerveux.
I'm not nervous.	Je ne suis pas nerveuse.
I'm not patient.	Je ne suis pas patient.
I'm not patient.	Je ne suis pas patiente.
I'm not perfect.	Je ne suis pas parfait.
I'm not perfect.	Je ne suis pas parfaite.
I'm not selfish.	Je ne suis pas égoïste.
I'm not so sure.	Je n'en suis pas si sûr !
I'm not so sure.	Je n'en suis pas si sûre !
I'm not staying.	Je ne reste pas.
I'm not unhappy.	Je ne suis pas malheureux.
I'm not unhappy.	Je ne suis pas malheureuse.
I'm not wealthy.	Je ne suis pas riche.
I'm not worried.	Je ne me fais pas de souci.
I'm now unarmed.	Je ne suis pas actuellement armé.
I'm on vacation.	Je suis en vacances.
I'm only joking.	Je ne fais que blaguer.
I'm out of ammo.	Je suis à court de munitions.
I'm persevering.	Je persévère.
I'm pretty busy.	Je suis plutôt occupé.
I'm pretty busy.	Je suis plutôt occupée.
I'm quite happy.	Je suis assez heureux.
I'm quite happy.	Je suis assez heureuse.
I'm quite tired.	Je suis assez fatiguée.
I'm rather busy.	Je suis plutôt occupé.
I'm rather busy.	Je suis plutôt occupée.
I'm ready to go.	Je suis prêt à y aller.
I'm ready to go.	Je suis prêt pour partir.
I'm ready to go.	Je suis prête pour partir.
I'm really busy.	Je suis vraiment occupé.
I'm really busy.	Je suis vraiment occupée.
I'm really cold.	J'ai vraiment froid.
I'm replaceable.	Je suis remplaçable.
I'm resourceful.	Je suis plein de ressources.
I'm resourceful.	Je suis pleine de ressources.
I'm sick of you.	J'en ai marre de toi.
I'm sick of you.	J'en ai marre de vous.
I'm so confused.	Je suis tellement confus !
I'm so confused.	Je suis tellement perplexe.
I'm spontaneous.	Je suis spontanée.
I'm spontaneous.	Je suis spontané.
I'm such a fool.	Je suis un tel idiot.
I'm sympathetic.	J'éprouve de la compassion.
I'm the captain.	Je suis le capitaine.
I'm the surgeon.	Je suis le chirurgien.
I'm the teacher.	Je suis le professeur.
I'm the teacher.	Je suis la professeur.
I'm tired of it.	J'en ai ras le bol.
I'm truly sorry.	Je suis sincèrement désolé.
I'm truly sorry.	Je suis sincèrement désolée.
I'm trustworthy.	Je suis fiable.
I'm trustworthy.	On peut me faire confiance.
I'm unambitious.	Je suis dépourvu d'ambition.
I'm unambitious.	Je suis dépourvue d'ambition.
I'm unconvinced.	Je ne suis pas convaincu.
I'm unconvinced.	Je ne suis pas convaincue.
I'm very hungry.	J'ai une faim de loup.
I'm very hungry.	J'ai très faim.
I'm very hungry.	J'ai la dalle.
I'm very hungry.	J'ai les crocs.
I'm very modest.	Je suis fort modeste.
I'm very sleepy.	J'ai très sommeil.
I'm very strict.	Je suis très strict.
I'm very strict.	Je suis très stricte.
I'm watching TV.	Je suis en train de regarder la télévision.
I'm your doctor.	Je suis votre médecin.
I'm your friend.	Je suis votre ami.
I'm your friend.	Je suis votre amie.
I'm your friend.	Je suis ton ami.
I'm your friend.	Je suis ton amie.
I'm your lawyer.	Je suis votre avocat.
I'm your sister.	Je suis ta sœur.
I'm your sister.	Je suis votre sœur.
I've been wrong.	J'ai eu tort.
I've got a cold.	J'ai un rhume.
I've got a cold.	Je suis enrhumé.
I've got a plan.	Je dispose d'un plan.
I've got a plan.	J'ai un plan.
I've got it all.	J'ai tout pigé.
I've had enough.	J'en ai ras le bol.
I've had enough.	Ça suffit.
I've had enough.	J'en ai assez entendu.
I've had enough.	J'en ai assez vu.
I've had enough.	J'en ai assez avalé.
I've had enough.	J'en ai assez gobé.
I've had enough.	J'en ai assez supporté.
I've had enough.	J'en ai par-dessus la tête.
I've had enough.	Je suis gavé.
Is Tom dreaming?	Tom est-il en train de rêver ?
Is anybody here?	Il y a quelqu'un ?
Is anybody home?	Quelqu'un est-il là ?
Is anybody home?	Y a-t-il quelqu'un ?
Is anybody home?	Y a-t-il quelqu'un dans la maison ?
Is anybody hurt?	Quiconque est-il blessé ?
Is anyone there?	Quiconque est-il là ?
Is everybody OK?	Tout le monde va-t-il bien ?
Is he a teacher?	Est-il enseignant ?
Is he all right?	Va-t-il bien ?
Is he all right?	Se porte-t-il bien ?
Is he breathing?	Respire-t-il ?
Is it all there?	Tout est-il là ?
Is it all wrong?	Est-ce tout faux ?
Is it all wrong?	Est-ce entièrement mal ?
Is it clear now?	Est-ce désormais clair ?
Is it dangerous?	Est-ce dangereux ?
Is it dangerous?	Est-ce périlleux ?
Is it good news?	Est-ce une bonne nouvelle ?
Is it happening?	A-t-il lieu ?
Is it happening?	Se produit-il ?
Is it hazardous?	Est-ce dangereux ?
Is it important?	C'est grave ?
Is it important?	Est-ce grave ?
Is it important?	Est-ce important ?
Is it not black?	N'est-ce pas noir ?
Is it poisonous?	Est-ce toxique ?
Is it that hard?	Est-ce si dur ?
Is it that hard?	Est-ce si difficile ?
Is it too small?	Est-ce trop petit ?
Is it your bike?	C'est ta moto ?
Is she Japanese?	Est-elle japonaise ?
Is she a doctor?	Est-elle médecin ?
Is she here yet?	Est-elle déjà là ?
Is that a crime?	S'agit-il d'un crime ?
Is that a crime?	Est-ce un crime ?
Is that correct?	Est-ce juste ?
Is that genuine?	Est-ce véritable ?
Is that healthy?	Est-ce sain ?
Is that illegal?	Est-ce illégal ?
Is that unusual?	Est-ce inhabituel ?
Is this a river?	Est-ce que c'est une rivière ?
Is this a river?	Est-ce là une rivière ?
Is this correct?	Est-ce exact ?
Is this ethical?	Est-ce éthique ?
Is this my life?	Est-ce ma vie ?
Is this my wine?	Est-ce là mon vin ?
Is this natural?	Est-ce naturel ?
Is this serious?	Est-ce sérieux ?
Is today Monday?	Sommes-nous lundi ?
Isn't it enough?	N'est-ce pas assez ?
Isn't it lovely?	N'est-ce pas charmant ?
Isn't that nice?	N'est-ce pas chouette ?
Isn't that ours?	N'est-ce pas à nous ?
Isn't that true?	N'est-ce pas vrai ?
Isn't this nice?	N'est-ce pas chouette ?
It blew my mind.	Ça m'a explosé la tête.
It blew my mind.	Ça m'a fait halluciner.
It can be fatal.	Cela peut être fatal.
It can be fatal.	Cela peut se révéler fatal.
It could be Tom.	Cela pourrait être Tom.
It could be fun.	Ça pourrait être marrant.
It doesn't hurt.	Ça ne fait pas mal.
It is an option.	C'est une possibilité.
It isn't locked.	Il n'est pas verrouillé.
It isn't locked.	Elle n'est pas verrouillée.
It looked awful.	Ça avait l'air atroce.
It looked fresh.	Ça avait l'air frais.
It looked fresh.	Il avait l'air frais.
It looked fresh.	Elle avait l'air fraîche.
It looked funny.	Ça avait l'air amusant.
It looked funny.	Ça avait l'air drôle.
It may seem odd.	Cela peut sembler bizarre.
It seems likely.	Ça semble probable.
It smells burnt.	Ça sent le brûlé.
It sounded easy.	Ça semblait facile.
It sounded easy.	Ça semblait aisé.
It sounds crazy.	Ça semble dingue.
It sounds great!	Ça a l'air super !
It tasted sweet.	Ça avait un goût sucré.
